Season,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,Height,Weight
2024,1,Markus Howard,BASK,39,23.0,19.5,6.5,15.1,.431,3.8,9.5,.400,2.6,3.2,.837,0.3,0.9,1.2,1.6,0.5,0.0,1.9,2.7,5-11,180
2024,2,Mike James,ASM,39,31.7,17.9,5.9,13.9,.426,2.2,6.0,.372,3.8,4.9,.772,0.5,3.6,4.1,5.1,1.2,0.1,2.1,1.8,6-1,190
2024,3,Wade Baldwin IV,MAC,30,27.6,17.4,5.7,12.4,.456,1.4,3.7,.391,4.6,5.5,.848,0.3,2.2,2.5,4.9,1.0,0.2,2.6,1.9,6-4,220
2024,4,Keenan Evans,ZAL,34,27.4,17.3,5.5,11.5,.481,2.4,5.6,.435,3.8,4.2,.895,0.5,2.3,2.8,3.9,1.2,0.1,2.3,2.4,6-3,190
2024,5,Nikola Mirotic,MIL,21,26.5,16.9,5.4,10.2,.526,2.2,5.2,.418,4.0,4.7,.847,1.8,3.9,5.7,0.9,0.8,0.3,1.7,2.2,6-10,250
2024,6,Shane Larkin,EFE,35,31.6,16.8,5.3,11.5,.460,2.5,6.4,.391,3.7,4.1,.908,0.2,2.7,2.8,5.1,1.1,0.1,1.9,1.4,5-11,175
2024,7,Kendrick Nunn,PAN,35,27.5,16.0,6.0,13.5,.446,2.0,4.9,.410,2.0,2.1,.959,0.4,2.3,2.7,3.1,0.9,0.1,3.1,2.2,6-3,190
2024,8,Shavon Shields,MIL,29,30.4,15.7,5.5,11.5,.476,2.6,6.6,.389,2.2,2.7,.821,0.7,3.1,3.7,2.8,1.3,0.1,2.1,1.7,6-7,225
2024,9,Kevin Punter,PAR,28,29.1,15.0,5.1,11.0,.463,1.5,4.2,.350,3.3,3.6,.902,0.3,2.3,2.6,2.6,1.1,0.2,2.3,2.4,6-2,190
2024,10,Tornike Shengelia,BOL,33,27.4,14.5,5.2,10.5,.491,0.8,3.0,.255,3.5,4.4,.788,1.4,3.7,5.0,3.3,1.0,0.2,2.7,2.5,6-9,220
2024,11,Nemanja Nedovic,ZVE,30,21.8,14.3,5.1,10.5,.484,1.9,4.7,.408,2.2,2.5,.868,0.2,1.7,1.9,2.6,0.5,0.1,1.7,1.9,6-3,192
2024,12,Marco Belinelli,BOL,35,22.8,14.1,4.5,11.0,.404,2.6,6.8,.382,2.6,3.0,.865,0.2,1.5,1.7,1.7,0.4,0.0,1.3,2.1,6-5,225
2024,13,Mathias Lessort,PAN,41,29.7,13.9,5.0,8.0,.624,0.0,0.0,.000,4.0,6.5,.607,2.3,4.0,6.3,1.4,1.0,0.9,1.8,2.7,6-9,250
2024,14,Nigel Hayes,FEN,37,31.5,13.8,4.8,10.1,.469,1.8,4.9,.372,2.4,2.9,.832,1.5,3.1,4.6,1.7,1.0,0.2,1.2,2.1,6-8,254
2024,15,Chima Moneke,BASK,34,24.7,13.6,4.5,8.5,.531,0.9,2.5,.353,3.6,4.7,.764,2.1,4.5,6.6,1.4,1.1,0.5,2.0,1.6,6-6,222
2024,16,Mario Hezonja,RMB,38,23.3,13.5,4.7,10.0,.475,2.2,5.1,.431,1.8,2.0,.921,0.5,4.1,4.6,0.9,1.0,0.1,1.1,1.7,6-8,220
2024,17,Dzanan Musa,RMB,38,21.0,13.5,4.5,8.6,.523,1.6,3.8,.413,3.0,3.6,.819,0.7,2.1,2.7,2.2,0.3,0.2,1.2,1.2,6-9,217
2024,19,Will Clyburn,EFE,25,28.3,13.3,4.7,10.9,.429,1.6,4.7,.331,2.4,3.0,.787,1.1,3.4,4.6,2.0,1.0,0.2,1.5,1.9,6-6,210
2024,20,Lorenzo Brown,MAC,38,29.3,13.2,5.1,12.2,.415,1.5,4.4,.345,1.6,1.9,.859,0.7,2.2,2.8,6.1,1.0,0.1,2.6,2.1,6-5,189
2024,21,Alec Peters,OLY,40,25.4,13.1,4.7,8.3,.565,1.9,3.6,.535,1.8,2.1,.878,1.2,3.6,4.9,1.6,0.5,0.1,1.3,2.3,6-9,225
2024,22,Scottie Wilbekin,FEN,41,24.7,13.0,4.2,10.2,.408,3.0,7.4,.401,1.7,2.0,.875,0.5,1.7,2.2,3.3,1.1,0.0,1.7,1.8,6-2,176
2024,23,Timothe Luwawu-Cabarrot,LYV,28,28.1,13.0,4.6,9.8,.467,1.3,3.3,.376,2.6,3.1,.830,0.5,2.9,3.4,2.3,1.1,0.1,2.3,3.1,6-7,210
2024,25,Kostas Sloukas,PAN,34,26.2,12.7,4.0,8.1,.500,1.7,4.2,.415,2.9,3.4,.853,0.6,2.6,3.2,5.6,0.8,0.0,2.3,1.8,6-2,210
2024,27,Serge Ibaka,BAY,28,24.7,12.6,5.3,8.9,.598,0.9,1.8,.480,1.1,1.7,.667,2.0,4.8,6.8,1.2,0.5,1.3,1.6,2.9,6-10,235
2024,28,"Bonzie Colson, Jr.",MAC,40,28.5,12.6,4.6,9.4,.489,1.4,3.6,.387,2.0,2.6,.794,1.5,3.9,5.3,0.6,1.3,0.4,0.6,2.2,6-5,225
2024,29,Joffrey Lauvergne,LYV,31,24.7,12.6,5.1,10.0,.515,0.6,1.7,.358,1.7,2.4,.726,1.7,3.5,5.2,1.8,0.4,0.2,1.9,2.0,6-11,260
2024,30,Jan Vesely,FCB,38,21.9,12.3,4.9,8.0,.610,0.1,0.2,.286,2.5,3.1,.798,1.9,2.4,4.3,1.3,1.0,0.5,1.1,2.5,6-11,240
2024,32,Nicolas Laprovittola,FCB,33,22.7,12.3,4.2,9.3,.450,2.3,5.9,.388,1.6,2.1,.779,0.6,1.5,2.0,4.8,0.5,0.0,2.3,2.2,6-4,180
2024,33,Nando De Colo,LYV,21,21.9,12.2,3.7,8.8,.418,1.8,4.8,.380,3.0,3.5,.877,0.1,1.7,1.8,4.1,1.1,0.0,2.1,1.1,6-5,195
2024,34,Brandon Davies,VAL,28,22.4,12.1,4.6,9.3,.494,0.5,1.8,.306,2.3,2.9,.802,1.2,2.6,3.8,2.0,0.8,0.6,2.0,2.7,6-10,240
2024,35,Facundo Campazzo,RMB,37,25.3,11.5,3.7,8.2,.452,1.3,4.0,.322,2.8,3.2,.866,0.6,2.3,2.9,6.5,1.3,0.0,2.4,2.4,5-11,165
2024,36,Carsen Edwards,BAY,34,22.8,11.5,4.1,10.5,.388,1.8,5.5,.326,1.6,1.7,.914,0.4,1.3,1.7,1.8,0.9,0.1,1.7,1.7,5-11,200
2024,37,Paris Lee,LYV,33,28.0,11.5,3.6,9.0,.397,1.7,4.8,.352,2.6,2.8,.925,0.2,1.6,1.9,5.5,1.7,0.0,2.1,1.8,6-0,185
2024,38,Kostas Mitoglou,PAN,38,28.2,11.3,4.2,8.7,.483,1.0,2.9,.345,1.8,2.5,.745,1.7,4.4,6.1,0.9,0.8,0.4,1.0,1.8,6-10,245
2024,39,Sterling Brown,BER,29,24.1,11.2,4.0,9.9,.402,1.9,5.4,.357,1.4,1.5,.930,0.7,2.6,3.3,2.4,0.8,0.2,1.9,2.1,6-5,219
2024,41,Josh Nebo,MAC,39,23.7,11.2,4.4,6.5,.667,0.0,0.0,.000,2.4,3.4,.714,3.1,4.0,7.1,0.6,0.6,0.9,0.9,1.8,6-9,244
2024,42,Isaiah Canaan,OLY,41,23.1,11.1,3.6,7.8,.462,2.3,5.4,.425,1.6,1.9,.882,0.2,1.0,1.2,1.4,0.9,0.1,1.1,2.3,6-0,200
2024,43,Elie Okobo,ASM,37,24.8,11.0,3.6,8.8,.413,1.1,3.7,.301,2.6,3.1,.828,0.3,2.3,2.6,3.1,0.7,0.0,1.8,2.1,6-3,190
2024,44,Willy Hernangomez,FCB,38,16.2,11.0,4.1,7.3,.567,0.1,0.3,.364,2.6,3.7,.709,1.8,3.1,4.8,0.4,0.4,0.4,1.6,1.8,6-11,250
2024,45,Vanja Marinkovic,BASK,37,25.8,11.0,3.6,8.5,.429,2.1,5.5,.384,1.6,1.9,.806,0.6,1.8,2.5,1.5,0.3,0.0,1.0,2.1,6-6,194
2024,46,Shabazz Napier,MIL,16,27.1,10.9,3.3,9.0,.361,1.6,5.5,.284,2.9,3.4,.852,0.5,2.0,2.5,4.1,1.1,0.0,2.6,1.8,6-1,180
2024,47,Darius Thompson,EFE,35,26.0,10.9,4.0,9.0,.443,1.1,3.4,.328,1.8,2.1,.838,0.6,1.4,2.0,2.8,1.0,0.5,1.6,2.5,6-4,196
2024,48,Alpha Diallo,ASM,38,26.9,10.6,3.8,7.9,.485,1.0,2.5,.389,2.0,2.6,.750,1.2,3.0,4.2,1.7,1.1,0.4,1.2,2.7,6-6,207
2024,49,Sylvain Francisco,BAY,33,19.3,10.6,3.4,8.7,.387,1.8,5.0,.354,2.1,2.6,.814,0.4,1.3,1.7,3.2,0.7,0.0,1.3,1.5,6-2,170
2024,50,Jabari Parker,FCB,38,24.0,10.6,3.9,8.5,.457,1.3,3.5,.381,1.5,1.9,.767,1.0,3.2,4.2,0.7,0.6,0.4,1.2,2.0,6-8,245
2024,51,Guerschon Yabusele,RMB,27,23.6,10.5,3.5,6.2,.565,1.3,2.8,.461,2.2,2.5,.868,1.0,3.8,4.9,1.0,0.8,0.2,0.9,1.4,6-8,265
2024,52,Rolands Smits,ZAL,31,22.9,10.5,4.0,7.9,.512,1.4,3.6,.375,1.1,1.4,.773,1.1,3.1,4.3,1.2,0.6,0.1,1.3,2.5,6-10,235
2024,53,Jordan Loyd,ASM,20,22.5,10.5,3.4,8.6,.392,1.5,4.2,.349,2.3,2.6,.902,0.5,2.3,2.7,2.0,0.8,0.1,1.1,3.3,6-4,210
2024,55,Joel Bolomboy,ZVE,33,25.5,10.2,3.9,6.4,.616,0.3,0.8,.333,2.1,2.6,.812,2.3,3.7,6.0,0.8,0.8,0.7,1.1,2.3,6-9,235
2024,57,Zach LeDay,PAR,29,30.1,10.2,3.3,7.2,.466,0.7,2.0,.362,2.8,3.2,.880,1.2,3.3,4.6,1.5,0.8,0.1,1.2,1.9,6-7,230
2024,58,Matt Thomas,BER,30,22.0,10.1,3.5,7.7,.448,2.1,4.9,.432,1.1,1.2,.889,0.5,1.5,2.0,1.6,0.5,0.0,1.2,1.4,6-4,190
2024,59,Rodrigue Beaubois,EFE,31,23.2,10.1,3.7,8.2,.455,1.5,3.9,.392,1.2,1.4,.857,0.5,1.7,2.2,2.3,0.7,0.4,0.9,1.7,6-1,183
2024,60,Rokas Giedraitis,ZVE,34,25.4,10.0,3.6,8.1,.445,1.3,3.8,.341,1.6,1.9,.815,1.4,2.4,3.8,0.9,0.9,0.1,0.8,1.9,6-7,179
2024,61,Shabazz Napier,ZVE,12,17.7,9.8,3.3,9.1,.367,1.5,4.9,.305,1.6,1.9,.826,0.4,1.3,1.7,2.3,1.3,0.0,1.8,1.3,6-1,180
2024,62,Devin Booker,BAY,28,26.5,9.7,3.9,8.0,.484,0.6,1.9,.302,1.4,1.7,.792,1.4,4.0,5.5,1.2,0.4,0.1,1.9,1.8,6-8,250
2024,63,Elijah Bryant,EFE,24,21.7,9.7,3.5,7.5,.461,1.1,2.8,.382,1.7,2.0,.872,0.9,3.0,3.9,2.7,0.7,0.3,1.5,2.2,6-5,210
2024,65,Codi Miller-McIntyre,BASK,39,29.5,9.6,3.7,7.8,.467,0.7,2.4,.290,1.5,2.2,.698,0.6,3.8,4.4,7.3,0.9,0.1,2.6,2.2,6-4,204
2024,66,Gabriel Lundberg,BOL,35,19.3,9.4,3.5,7.8,.447,1.2,3.7,.336,1.2,1.7,.729,0.4,1.7,2.1,2.0,0.6,0.0,1.3,1.4,6-4,202
2024,67,Luka Mitrovic,ZVE,31,19.6,9.4,3.7,6.3,.593,0.0,0.1,.333,2.0,2.9,.685,2.1,2.8,4.9,1.7,0.7,0.3,1.2,2.5,6-8,200
2024,68,Edy Tavares,RMB,34,22.9,9.4,3.6,5.9,.607,0.0,0.0,.000,2.2,3.0,.738,2.3,4.2,6.5,1.4,0.7,1.5,1.7,2.6,7-3,265
2024,69,Milos Teodosic,ZVE,27,21.1,9.4,2.7,7.1,.378,1.8,5.3,.340,2.2,2.7,.819,0.5,1.6,2.0,5.9,0.7,0.1,2.0,2.7,6-5,196
2024,70,Bruno Caboclo,PAR,27,19.4,9.4,3.4,5.4,.637,0.9,1.7,.500,1.7,2.3,.726,1.4,2.6,4.0,0.2,0.6,0.7,1.3,2.7,6-9,218
2024,71,Mike Daum,EFE,11,19.8,9.4,3.5,6.5,.535,1.7,4.2,.413,0.7,0.7,1.000,0.5,1.6,2.2,0.3,0.5,0.2,0.5,2.1,6-9,235
2024,72,P.J. Dozier,PAR,33,21.0,9.2,3.7,7.7,.486,0.8,2.6,.294,1.0,1.4,.733,0.8,2.2,3.0,3.1,1.3,0.2,2.0,2.5,6-6,205
2024,73,Marius Grigonis,PAN,41,24.7,9.1,3.1,6.5,.483,1.7,4.1,.417,1.1,1.2,.900,0.3,2.3,2.7,1.3,0.6,0.0,0.9,2.4,6-6,195
2024,74,Nigel Williams-Goss,OLY,32,22.0,9.1,3.6,8.2,.441,1.1,2.5,.420,0.8,1.0,.758,0.3,2.0,2.3,3.3,1.2,0.0,1.6,2.5,6-3,190
2024,75,Marko Guduric,FEN,37,21.4,9.1,3.0,6.6,.453,1.2,3.5,.336,2.0,2.2,.901,0.3,2.1,2.5,2.5,0.8,0.0,1.4,2.2,6-6,201
2024,76,Gabriel Deck,RMB,28,21.2,9.0,3.5,6.1,.582,0.7,1.9,.358,1.3,1.5,.878,0.7,2.6,3.3,1.1,0.6,0.0,0.9,1.9,6-8,232
2024,77,Vincent Poirier,RMB,37,18.4,9.0,3.6,5.5,.668,0.1,0.1,.400,1.6,2.3,.706,2.2,3.1,5.3,0.6,0.4,1.5,0.8,2.0,7-0,235
2024,79,Louis Olinde,BER,17,22.0,8.9,3.2,6.1,.529,1.3,3.1,.415,1.1,1.4,.826,1.1,2.2,3.3,1.4,1.1,0.4,0.9,1.9,6-9,195
2024,80,Tadas Sedekerskis,BASK,35,27.7,8.8,3.3,5.6,.597,0.6,1.5,.389,1.5,1.9,.806,1.7,5.0,6.7,1.4,0.5,0.4,1.1,1.4,6-9,205
2024,81,Youssoupha Fall,LYV,31,19.7,8.8,3.7,6.0,.613,0.0,0.0,.000,1.5,2.5,.592,2.5,4.2,6.6,0.3,0.3,0.6,0.9,2.0,7-3,271
2024,82,Donatas Motiejunas,ASM,39,17.8,8.8,3.4,6.2,.550,0.6,1.6,.377,1.4,2.0,.727,0.9,2.5,3.4,0.9,0.4,0.2,1.1,1.9,7-0,222
2024,83,Tyler Dorsey,FEN,38,17.6,8.7,2.9,6.5,.441,1.6,3.4,.454,1.4,1.7,.831,0.4,1.4,1.8,1.2,0.2,0.1,1.0,1.5,6-5,183
2024,84,Yago Dos Santos,ZVE,28,19.8,8.7,2.9,6.6,.435,1.3,3.3,.402,1.6,2.0,.807,0.3,1.6,2.0,3.9,0.5,0.0,1.9,1.8,5-10,188
2024,85,Isaia Cordinier,BOL,31,22.3,8.6,3.3,6.8,.483,0.8,2.3,.338,1.3,1.6,.780,0.9,2.9,3.8,2.6,0.9,0.5,1.5,2.7,6-5,197
2024,86,Jerian Grant,PAN,41,27.6,8.6,2.9,6.2,.461,1.1,2.8,.416,1.7,1.9,.861,0.5,1.8,2.3,3.4,1.5,0.1,1.1,2.3,6-4,198
2024,89,Leandro Bolmaro,BAY,30,19.8,8.4,3.4,7.1,.486,0.5,1.8,.302,1.0,1.4,.732,0.6,2.2,2.8,3.4,1.0,0.3,2.0,2.5,6-6,200
2024,90,Gabriele Procida,BER,25,17.5,8.3,2.9,6.9,.424,1.1,3.7,.290,1.4,1.8,.756,0.5,1.1,1.6,0.9,1.4,0.4,1.0,0.8,6-6,191
2024,91,Devon Hall,MIL,32,24.1,8.2,3.0,6.7,.453,1.2,3.0,.385,1.0,1.2,.838,0.6,2.3,2.9,1.9,1.0,0.1,1.0,1.7,6-5,215
2024,94,Moses Wright,OLY,17,13.9,8.1,3.1,4.4,.703,0.1,0.2,.500,1.9,3.1,.615,1.1,1.8,2.9,0.5,0.9,0.6,0.7,1.6,6-8,226
2024,95,Daniel Hackett,BOL,32,24.1,8.1,2.7,6.0,.440,1.1,2.8,.393,1.7,2.1,.803,0.5,2.7,3.3,3.6,0.9,0.1,1.6,2.7,6-5,215
2024,97,Yanni Wetzell,BER,27,20.0,7.9,3.2,6.1,.518,0.0,0.2,.200,1.5,2.2,.667,1.4,2.1,3.5,0.9,0.6,0.3,1.5,2.3,6-10,240
2024,98,Sergio Llull,RMB,33,18.1,7.9,2.7,7.2,.371,1.6,4.6,.340,1.0,1.3,.727,0.1,1.1,1.2,2.0,0.3,0.0,1.1,1.5,6-3,190
2024,99,Thomas Walkup,OLY,40,26.4,7.9,2.8,7.5,.375,1.3,4.2,.302,1.0,1.3,.765,0.6,2.4,3.0,4.7,1.5,0.1,1.8,2.6,6-4,195
2024,100,Tibor Pleiss,EFE,23,18.0,7.8,3.1,6.4,.486,1.2,2.7,.435,0.3,0.4,.889,1.2,2.4,3.6,0.7,0.3,0.6,0.7,1.4,7-3,256
2024,101,Nikola Milutinov,OLY,27,18.1,7.8,2.8,4.6,.610,0.0,0.0,.000,2.2,2.7,.822,2.5,3.1,5.6,0.9,0.3,0.6,1.0,0.9,7-0,220
2024,102,Edgaras Ulanovas,ZAL,34,28.0,7.6,2.7,6.0,.448,0.6,2.0,.284,1.7,2.0,.866,1.3,2.8,4.1,2.8,0.6,0.1,1.1,2.4,6-6,192
2024,103,Vladimir Lucic,BAY,20,25.1,7.6,2.3,4.7,.495,1.2,2.5,.460,1.9,2.0,.925,0.5,2.3,2.7,1.8,0.5,0.3,1.2,1.5,6-8,200
2024,104,Jasiel Rivero,MAC,40,15.6,7.6,3.0,5.2,.565,0.1,0.2,.571,1.6,2.5,.646,1.6,1.6,3.1,0.9,0.6,0.3,0.9,2.0,6-9,220
2024,105,Maodo Lo,MIL,21,19.3,7.6,2.7,6.0,.449,1.4,3.4,.403,0.8,1.0,.762,0.2,1.5,1.7,2.7,0.5,0.0,1.2,1.5,6-3,194
2024,106,Andreas Obst,BAY,22,18.7,7.5,2.5,6.0,.412,2.1,5.2,.409,0.5,0.6,.786,0.2,1.3,1.5,0.7,0.2,0.0,0.5,1.1,6-3,200
2024,107,Brady Manek,ZAL,28,18.8,7.5,2.6,6.2,.425,1.7,4.2,.407,0.5,0.7,.789,0.5,2.9,3.4,0.6,0.6,0.1,0.9,1.6,6-9,230
2024,108,Laurynas Birutis,ZAL,34,15.1,7.5,3.3,5.1,.645,0.0,0.0,.000,1.0,1.6,.618,1.4,2.4,3.7,0.6,0.2,0.4,0.9,1.8,7-1,242
2024,109,Kostas Papanikolaou,OLY,38,25.1,7.4,2.6,6.1,.435,1.3,3.7,.362,0.8,1.2,.652,0.8,2.9,3.6,2.7,0.8,0.1,1.2,1.7,6-8,225
2024,110,Derek Willis,EFE,26,23.0,7.3,2.6,5.4,.475,1.5,3.5,.444,0.7,0.7,.944,0.9,2.8,3.7,0.8,0.6,0.3,0.5,1.4,6-9,230
2024,111,Nikola Kalinic,FCB,39,24.6,7.3,2.8,6.5,.429,1.3,3.3,.406,0.5,0.8,.581,0.9,2.9,3.8,2.4,0.8,0.1,1.4,1.7,6-8,222
2024,112,Nicolo Melli,MIL,34,24.4,7.3,2.8,5.9,.475,0.9,2.2,.387,0.9,1.5,.577,0.8,3.1,4.0,2.0,0.9,0.6,1.0,3.0,6-9,235
2024,113,Shaquielle McKissic,OLY,32,16.3,7.3,2.5,5.3,.470,0.9,2.5,.346,1.5,2.1,.712,0.5,1.1,1.6,1.0,1.0,0.0,1.0,1.3,6-5,200
2024,114,Matteo Spagnolo,BER,25,20.5,7.3,2.8,7.1,.390,0.3,1.4,.222,1.4,1.6,.878,0.4,1.8,2.2,3.4,0.3,0.0,2.5,1.7,6-6,196
2024,115,Tyrique Jones,EFE,34,17.5,7.2,3.1,4.8,.634,0.0,0.0,.000,1.1,1.7,.667,2.0,2.4,4.3,1.0,0.8,0.4,0.9,2.6,6-9,239
2024,116,Moustapha Fall,OLY,36,22.6,7.2,3.1,3.9,.789,0.0,0.0,.000,1.0,2.3,.439,1.5,3.2,4.7,2.4,0.2,1.2,1.1,1.8,7-2,235
2024,117,Daniel Oturu,EFE,22,15.5,7.2,3.0,4.5,.684,0.0,0.0,.000,1.1,1.9,.585,1.7,2.2,3.9,0.5,0.3,0.9,0.8,2.4,6-8,240
2024,118,Martin Hermannsson,BER,12,20.4,7.2,2.6,6.3,.408,0.7,1.9,.348,1.3,1.3,1.000,0.1,1.4,1.5,4.2,0.8,0.2,2.3,1.6,6-3,170
2024,120,Nick Calathes,FEN,38,23.7,7.1,2.9,6.2,.464,0.8,2.2,.357,0.5,1.0,.513,0.7,3.5,4.2,4.8,1.1,0.2,1.9,2.2,6-6,213
2024,121,Tarik Biberovic,FEN,31,16.2,7.0,2.5,4.7,.521,1.4,2.6,.531,0.7,0.8,.920,0.5,1.7,2.2,0.7,0.3,0.0,0.8,2.1,6-7,218
2024,122,Tamir Blatt,MAC,38,18.9,7.0,2.3,5.7,.414,1.8,4.6,.393,0.6,0.6,.875,0.2,1.3,1.5,4.8,0.4,0.0,1.8,1.5,6-3,180
2024,123,Tomas Satoransky,FCB,39,25.0,7.0,2.5,5.5,.447,0.9,2.6,.366,1.1,1.6,.721,0.6,3.7,4.3,4.0,1.1,0.1,1.3,2.2,6-7,210
2024,124,Johannes Voigtmann,MIL,34,20.2,7.0,2.8,5.7,.482,0.7,2.4,.289,0.7,1.1,.676,1.0,3.4,4.4,2.1,0.4,0.4,1.4,1.3,6-11,228
2024,125,Alex Abrines,FCB,27,17.3,6.9,2.3,4.7,.492,1.6,3.6,.448,0.7,0.8,.857,0.6,1.4,2.0,0.5,0.5,0.3,0.7,2.1,6-6,190
2024,126,Edmond Sumner,ZAL,23,13.4,6.9,2.3,5.3,.438,1.0,2.4,.393,1.3,1.6,.811,0.1,1.0,1.1,1.8,0.8,0.1,2.0,2.2,6-4,196
2024,127,Roman Sorkin,MAC,32,15.8,6.8,2.7,5.2,.518,0.4,1.0,.375,1.0,1.3,.786,1.4,1.8,3.1,0.5,0.3,0.6,1.0,1.9,6-10,225
2024,128,Jaron Blossomgame,ASM,39,19.6,6.6,2.7,5.6,.486,0.6,2.2,.259,0.5,0.8,.656,1.1,2.2,3.3,0.3,0.5,0.3,0.3,2.1,6-8,220
2024,129,Ante Zizic,EFE,13,15.9,6.5,2.7,3.8,.714,0.0,0.0,.000,1.1,1.5,.700,1.1,1.7,2.8,0.7,0.5,0.2,0.7,1.1,6-11,254
2024,130,Tomas Dimsa,ZAL,33,17.9,6.4,2.4,5.7,.420,1.1,2.9,.381,0.5,0.7,.682,0.5,1.0,1.5,1.7,0.4,0.1,1.0,2.1,6-5,180
2024,131,Filip Petrusev,OLY,22,15.6,6.3,2.2,4.7,.476,0.2,0.6,.286,1.6,2.1,.783,0.4,2.9,3.3,0.6,0.3,0.5,0.7,1.5,6-11,225
2024,132,Nick Weiler-Babb,BAY,34,21.8,6.2,2.2,5.0,.438,1.4,3.5,.387,0.5,0.6,.850,0.9,2.3,3.2,2.1,0.7,0.1,0.9,2.2,6-5,205
2024,133,James Webb III,MAC,39,15.7,6.2,2.1,5.1,.419,1.0,2.9,.330,1.0,1.3,.776,0.9,2.3,3.2,0.5,0.5,0.3,0.4,2.1,6-9,202
2024,134,Justin Anderson,VAL,18,18.6,6.1,2.4,5.2,.457,0.8,2.5,.333,0.5,0.7,.692,0.3,1.8,2.2,0.6,0.4,0.2,0.8,2.1,6-6,230
2024,135,Nikos Rogkavopoulos,BASK,29,13.5,6.1,2.1,4.2,.500,1.3,2.5,.521,0.6,0.8,.773,0.6,1.1,1.7,0.5,0.5,0.1,0.6,1.6,6-8,197
2024,136,John Brown,ASM,36,25.3,6.0,2.5,5.3,.471,0.0,0.1,.000,1.0,1.4,.714,1.9,1.8,3.7,1.4,1.1,0.1,0.8,2.2,6-8,205
2024,137,Isaac Bonga,BAY,31,19.9,5.8,2.1,4.8,.439,0.6,2.2,.299,1.0,1.3,.795,1.3,2.9,4.2,1.2,0.7,0.3,1.3,2.5,6-8,180
2024,138,Stefano Tonut,MIL,29,17.1,5.8,2.2,4.2,.512,1.0,2.1,.492,0.4,0.6,.647,0.3,1.5,1.8,1.2,0.6,0.0,0.6,1.4,6-4,195
2024,139,Luca Vildoza,PAN,28,14.9,5.7,2.0,5.1,.385,1.2,3.3,.366,0.6,0.8,.762,0.4,1.1,1.5,1.5,0.6,0.0,1.0,0.8,6-3,190
2024,140,Dario Brizuela,FCB,32,13.8,5.7,2.3,5.6,.421,0.8,2.3,.320,0.3,0.3,.727,0.3,0.7,1.0,1.6,0.3,0.1,0.8,1.6,6-4,161
2024,141,George Papagiannis,FEN,38,16.0,5.7,2.4,3.9,.617,0.5,1.1,.488,0.3,0.5,.667,1.0,2.0,3.1,0.8,0.3,0.8,0.7,1.7,7-2,275
2024,142,Khalifa Koumadje,BER,28,16.6,5.6,2.3,3.6,.627,0.0,0.0,.000,1.1,1.6,.682,2.1,3.3,5.4,0.3,0.4,0.9,0.9,2.1,7-4,269
2024,144,Ioannis Papapetrou,PAN,16,17.1,5.6,1.9,3.9,.492,1.0,1.9,.516,0.8,0.9,.800,0.4,1.6,2.0,0.7,0.3,0.2,0.4,1.4,6-8,225
2024,145,Kevarrius Hayes,ZAL,34,18.7,5.6,2.4,4.2,.566,0.1,0.1,.667,0.8,1.0,.771,1.8,2.2,4.0,0.5,0.7,0.7,0.9,2.0,6-9,227
2024,146,Dyshawn Pierre,FEN,27,19.8,5.6,2.1,4.7,.441,0.6,2.0,.302,0.8,0.9,.917,1.4,2.5,3.9,1.0,0.6,0.1,0.4,1.2,6-6,230
2024,147,Alen Smailagic,PAR,31,15.9,5.5,2.1,3.5,.598,0.4,0.8,.462,1.0,1.4,.727,1.0,1.1,2.1,0.6,0.5,0.4,0.7,2.2,6-10,215
2024,149,Rokas Jokubaitis,FCB,36,15.5,5.3,2.3,5.1,.443,0.4,1.3,.277,0.4,0.6,.652,0.4,1.3,1.7,2.8,0.3,0.1,1.3,1.3,6-4,182
2024,151,Edwin Jackson,LYV,31,15.4,5.3,1.9,3.7,.517,0.5,1.5,.354,0.9,1.1,.818,0.3,0.9,1.1,1.0,0.4,0.0,1.0,1.6,6-2,201
2024,153,Malte Delow,BER,34,16.9,5.2,1.9,4.8,.393,0.9,2.7,.323,0.5,0.7,.783,0.8,1.4,2.3,2.4,0.8,0.1,1.7,2.2,6-6,170
2024,154,Giannoulis Larentzakis,OLY,37,13.1,5.1,1.5,4.5,.341,0.9,2.9,.321,1.1,1.4,.808,0.2,0.8,1.0,1.5,0.6,0.1,1.0,1.7,6-5,200
2024,155,Fabien Causeur,RMB,32,15.2,5.1,1.9,4.1,.462,0.8,2.1,.394,0.5,0.6,.889,0.4,0.9,1.3,1.1,0.4,0.2,0.8,1.4,6-3,198
2024,157,Dejan Davidovac,ZVE,31,19.3,5.1,1.8,4.0,.463,0.8,2.2,.382,0.5,0.7,.739,0.5,2.5,3.0,0.6,0.7,0.3,0.4,1.5,6-8,210
2024,159,Arnas Butkevicius,ZAL,22,20.9,5.0,1.7,3.4,.507,0.6,1.6,.389,0.9,1.2,.704,0.8,2.5,3.3,0.9,0.6,0.1,1.0,2.5,6-4,203
2024,161,Lukas Lekavicius,ZAL,30,12.1,4.9,1.7,4.6,.372,0.7,1.8,.396,0.8,0.9,.857,0.1,0.6,0.8,1.6,0.3,0.0,0.8,1.1,6-0,167
